Geneid	M04.CTRL	M04.TGFb	M04.TGFb_VTP	M04.VTP	M77.CTRL	M77.TGFb	M77.TGFb_VTP	M77.VTP	M78.CTRL	M78.TGFb	M78.TGFb_VTP	M78.VTP	M81.CTRL	M81.TGFb	M81.TGFb_VTP	M81.VTP	M89.CTRL	M89.TGFb	M89.TGFb_VTP	M89.VTP	M99.CTRL	M99.TGFb	M99.TGFb_VTP	M99.VTP
DLGAP1-AS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005208.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005403.1	27	21	4	34	24	28	4	9	19	25	57	2	3	8	36	26	26	110	8	15	15	6	35	6
AP005203.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP14	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0
LINC01892	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOD1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAIN1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005380.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001496.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001496.2	7	7	2	7	4	4	7	4	6	8	13	4	6	0	9	5	2	6	2	5	3	5	8	6
LINC00526	5	10	5	19	3	7	13	5	4	4	16	5	14	12	8	17	5	17	20	12	10	5	9	5
LINC00667	192	262	178	368	344	328	455	331	329	355	512	186	272	381	430	339	286	416	354	247	286	277	254	198
AP001496.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB14	88	82	90	110	95	102	160	86	71	86	123	29	93	145	197	129	83	91	77	75	105	74	78	52
AP001496.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005671.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EPB41L3	1167	1198	717	1216	477	294	740	433	981	486	877	463	265	177	225	218	344	480	333	266	336	286	477	456
AP005059.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005059.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3976HG	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM200C	0	0	0	0	0	6	0	0	0	1	0	0	38	54	89	51	0	8	7	6	18	14	16	3
AP001021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001021.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L3MBTL4	1	2	1	5	1	1	0	0	1	0	0	0	4	3	4	0	0	0	0	0	4	0	3	0
AP001021.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU5F-3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L3MBTL4-AS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005060.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-349P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL6P27	523	673	328	872	775	908	862	426	693	510	1850	193	599	447	1312	1255	584	2313	509	346	525	396	1045	303
AP005202.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005202.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL282P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005205.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005205.2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
ARHGAP28	20	19	15	27	0	10	0	0	6	3	1	3	20	24	19	10	2	20	13	5	4	10	6	6
AP005210.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005210.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCML2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-916P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMA1	1974	2208	986	1429	234	1139	125	78	1455	531	187	153	696	354	148	204	139	1148	607	470	1167	949	748	386
AP002409.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AP005062.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A51P2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRRC30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005270.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRM	788	1052	754	1281	985	1224	1267	848	1776	2346	1748	562	1066	1747	1874	1182	882	2031	1638	1001	967	1021	1083	541
AP000897.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000897.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005900.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006566.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006566.1	0	0	0	0	2	4	0	0	0	0	6	0	0	3	1	0	1	2	0	0	0	0	1	0
AP001094.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001094.2	0	1	2	0	0	0	7	2	2	4	5	0	0	4	4	2	1	1	4	2	0	4	1	0
AP001094.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COP1P1	9	8	1	6	3	11	6	1	7	4	14	0	3	4	7	16	6	20	6	5	3	2	11	1
RN7SL50P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
THEMIS3P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1P6	11	10	1	7	0	4	1	0	0	0	0	0	0	0	0	0	1	1	0	1	3	0	3	4
RAB12	343	442	419	533	415	510	572	353	479	379	472	187	339	594	731	576	453	645	523	322	459	379	338	267
AP001793.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOMM20P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GACAT2	3	6	2	12	6	10	9	8	8	3	9	4	3	1	2	12	3	3	1	9	1	8	5	5
MTCL1	542	697	558	1145	918	623	1234	1026	1061	1036	930	472	831	913	827	1030	781	935	880	1084	666	707	717	328
AP000864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000864.2	1	1	1	1	2	1	5	1	1	0	1	0	3	4	3	5	0	7	5	2	1	3	2	0
AP001531.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005899.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPS4XP19	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1
NDUFV2	6	1	2	5	4	9	2	6	6	2	3	4	7	6	6	2	3	6	7	0	4	5	1	7
AP005263.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005899.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFV2-AS1	4	7	5	7	10	10	16	10	5	14	9	5	13	14	35	14	10	13	11	14	12	8	9	4
ANKRD12	346	384	325	378	350	515	433	308	354	274	349	735	196	363	433	363	359	558	370	213	429	358	280	1094
AP001033.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001033.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001033.4	2	1	4	3	2	2	0	1	0	1	3	2	1	1	3	3	2	2	3	0	2	4	2	1
AP001033.3	3	10	1	6	3	10	3	1	8	1	8	0	3	4	10	6	6	5	5	3	4	6	3	0
TWSG1	1164	1371	938	1116	1272	1144	720	587	1381	698	599	253	741	933	793	708	883	1564	845	567	1277	840	676	658
AP001033.5	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0
AP005432.2	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	3	0	0	2	1	0	0
RALBP1	1111	1115	810	1502	871	1297	1258	895	1167	1013	1342	768	986	1361	1346	1233	965	1347	1223	1142	1100	945	926	784
AP005432.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
RNU2-27P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R1	1092	1268	928	1308	756	941	1215	749	1157	882	1242	377	939	1011	1405	1204	856	1295	925	435	1065	860	675	685
AP001381.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R1-AS1	0	0	0	4	0	6	2	1	2	3	2	0	1	1	1	1	0	3	2	1	0	1	2	3
RNU6-903P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT18P8	3	1	4	1	1	2	1	0	3	0	2	1	4	2	3	6	2	9	1	1	3	1	0	0
RAB31	1689	2139	1731	2605	793	1112	1205	847	1174	1076	1487	546	1094	913	1554	1618	800	1669	1184	733	1215	1077	1364	1250
AP000902.1	0	0	1	0	1	4	0	0	0	0	0	0	1	2	4	0	0	1	0	3	0	0	0	0
ZNF415P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL862P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006238.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGPP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNDC2	1	1	0	1	0	4	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	1	1
AC006238.1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
VAPA	1049	1211	1052	1451	735	1154	1018	697	914	587	1088	302	797	796	1366	1270	765	1425	982	849	1019	881	879	763
RNA5SP450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AP005209.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005209.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006219.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006219.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AP006219.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APCDD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPG	288	319	253	308	215	289	357	232	236	195	358	95	190	237	377	270	222	343	287	149	243	228	211	192
AP001099.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	4	0	1	0	0	0	0	0	0
LINC01887	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001180.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC58P1	3	1	2	7	2	5	2	0	1	0	2	0	0	0	0	1	0	2	1	1	1	0	2	0
AP001180.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001180.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMM2P1	0	1	0	2	3	1	0	0	3	2	3	0	0	1	4	2	0	6	2	1	0	2	5	1
AP001180.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIEZO2	826	1205	1027	1213	736	1899	124	212	573	104	59	77	1643	1099	672	1042	190	2182	1313	742	1396	1270	464	252
AP001180.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0895LP1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	3	0	0	0
MIR6788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005120.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AP005229.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005229.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001109.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001017.1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC35G4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001120.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPB1P	1	1	0	1	0	1	1	1	0	0	4	0	1	1	0	1	1	0	3	0	2	2	2	0
AP001120.2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AP001120.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001120.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAL	16	14	16	22	3	10	2	4	9	9	15	9	11	9	5	9	3	15	7	2	9	4	2	2
ASNSP6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	6	2	1	0	0	0	0	0	1	0
AP001120.5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005137.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP1B	652	810	556	1133	602	515	1278	655	539	521	803	212	551	810	1148	712	581	982	689	529	547	494	801	416
CHMP1B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AP005137.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPPE1	161	169	149	283	192	235	269	212	269	183	322	132	250	219	367	303	148	319	263	228	203	149	235	121
AP001269.4	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0
AP001269.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AP001269.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPA2	32	17	22	40	41	26	21	36	52	11	15	27	146	18	42	123	16	52	29	24	33	46	69	13
AP001269.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001542.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001542.1	4	2	0	1	2	1	4	0	0	0	3	0	1	0	5	2	0	1	0	0	0	0	0	1
AP001542.2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AP002414.1	0	1	2	5	1	3	0	1	2	3	3	0	0	1	7	4	1	13	2	5	3	3	11	0
AP002414.4	9	20	3	48	9	27	12	10	12	9	45	2	10	4	19	41	31	52	15	19	18	11	63	3
AP002414.2	10	10	6	11	7	13	4	3	4	4	8	0	4	7	14	15	11	25	5	7	7	5	13	2
AP002414.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AP002414.3	0	3	1	11	4	3	3	2	0	2	5	1	2	2	3	3	2	8	1	4	2	1	5	1
ANKRD62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-324P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHDP1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	1	0	0	0	2	0
AP005264.2	3	4	1	5	3	4	3	2	6	8	9	1	4	4	1	5	4	20	6	0	2	4	6	3
AP005264.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005264.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005264.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1
CCDC58P3	0	3	1	8	2	8	2	4	2	2	7	1	1	4	9	6	0	12	5	2	3	1	9	3
AP005264.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
PPIAP56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIDEA	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
AP005264.7	2	0	1	1	0	1	4	0	0	1	1	0	2	5	1	3	2	2	0	1	4	0	5	0
AP005264.1	0	1	1	1	3	2	3	2	3	4	2	2	1	2	2	0	2	11	2	1	2	4	0	2
RNU6-170P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB6	6142	8138	3792	9391	5068	7164	7163	4212	8737	5452	7696	3533	5934	6343	6466	4412	3389	10015	6337	9133	5674	5677	8151	4127
AFG3L2	548	762	591	988	480	634	930	586	604	482	786	291	502	687	778	594	485	770	658	523	556	501	585	454
RNU7-129P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRELID3A	25	39	28	85	33	61	122	88	58	116	94	15	48	112	113	72	61	52	71	124	39	49	52	24
AP001029.1	0	0	0	0	1	0	4	0	0	1	2	0	2	0	3	4	0	0	3	1	2	1	2	0
AP001029.2	5	3	4	1	12	13	11	14	15	24	20	5	10	19	33	16	6	17	13	2	8	2	3	5
SPIRE1	622	641	543	706	589	681	1197	751	678	676	962	421	553	1068	1235	840	880	992	875	484	563	501	380	470
AP001029.3	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	2	1	0	0	3	0	0	0	0
PSMG2	322	356	209	388	239	394	411	236	241	222	449	292	287	309	574	401	233	559	337	225	272	235	291	354
CEP76	54	73	46	71	44	57	63	46	55	53	82	34	40	78	81	54	46	89	48	29	71	40	50	41
AP005482.4	2	3	4	9	2	10	0	3	3	5	4	0	4	1	5	5	6	2	0	1	4	2	4	1
AP005482.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AP005482.2	0	0	0	0	3	0	1	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
AP005482.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN2	172	207	203	221	155	211	220	139	198	128	209	118	167	214	272	198	140	268	162	78	158	132	104	181
STK25P1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
EIF4A2P1	8	19	0	16	21	21	9	10	14	15	25	1	12	15	27	41	23	56	14	4	30	14	40	1
SEH1L	348	507	330	488	417	506	519	299	505	283	414	176	370	514	505	415	337	696	461	172	439	383	298	319
AP002449.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP192	174	221	149	213	181	182	216	169	212	126	222	100	142	190	288	223	149	256	199	127	218	160	149	169
AP001357.2	1	2	0	8	1	5	0	0	4	0	3	0	1	0	0	1	0	0	1	0	1	1	0	1
AP001357.1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
AP001198.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001198.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDLRAD4	0	0	0	0	19	0	57	19	0	21	11	0	1	24	34	1	85	0	1	0	2	0	0	0
AP002505.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C18orf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002505.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002505.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002439.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDLRAD4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005131.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005131.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AP005131.6	0	0	0	0	5	0	16	12	1	1	1	0	0	1	1	0	5	0	0	0	0	0	0	0
AP005131.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005131.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005131.7	0	0	0	0	2	0	3	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AP005131.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM210A	131	150	127	150	162	199	206	103	251	150	188	72	105	171	229	158	153	213	149	92	162	142	113	100
AP001525.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL362P	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RNMT	403	551	474	546	437	615	655	418	537	468	646	190	420	712	796	612	447	741	583	267	474	469	388	308
MC5R	5	4	2	3	0	2	1	2	5	2	4	3	3	1	1	0	0	4	0	2	1	5	1	2
MC2R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
AP001086.1	6	6	5	8	5	8	14	5	12	7	11	7	11	4	15	9	8	11	2	6	4	12	4	1
AC006557.6	0	0	2	1	0	1	0	1	0	1	2	0	2	3	4	1	0	0	0	0	0	0	0	0
AC006557.5	0	1	0	0	1	2	1	0	1	0	3	0	0	1	4	6	0	0	0	0	0	0	1	1
ZNF519	13	12	4	15	9	11	4	9	9	7	13	6	23	15	19	12	4	12	12	5	19	24	10	8
AC006557.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006557.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006557.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2LP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006557.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NF1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A5P	0	2	0	1	0	16	0	0	6	2	6	2	1	6	4	3	0	20	5	6	3	6	7	5
RNU6-316P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RHOT1P1	1	0	1	3	0	5	0	1	6	0	4	0	0	0	4	1	1	4	5	2	2	0	1	0
AP005212.4	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	2	1	0
AP005212.2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	1	0	3	3	0	0	1	0	0
CYP4F35P	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	2	0	0
AP005212.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005212.1	0	1	0	0	3	0	1	0	0	0	1	0	0	1	0	1	3	1	2	4	0	0	1	1
TERF1P2	0	1	0	2	1	1	1	1	2	2	1	1	2	1	1	1	0	5	0	0	3	1	0	1
FEM1AP2	2	3	2	3	1	1	1	0	1	3	8	2	0	0	1	3	0	0	1	1	0	2	1	0
