NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043281,REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043281,,126,0.22694841,0.8480405,0.83890575,0.89338225,1,2755,"tags=20%, list=19%, signal=24%"
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116,REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116,,143,0.22401239,0.84785765,0.83536583,0.8932997,1,2755,"tags=20%, list=19%, signal=25%"
CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016,CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016,,45,0.26487938,0.84769034,0.73397434,0.8931562,1,3612,"tags=31%, list=24%, signal=41%"
ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0061951,ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0061951,,41,0.27544877,0.84732735,0.7577741,0.89344287,1,1982,"tags=17%, list=13%, signal=20%"
NGF-STIMULATED TRANSCRIPTION%REACTOME%R-HSA-9031628.2,NGF-STIMULATED TRANSCRIPTION%REACTOME%R-HSA-9031628.2,,31,0.28792366,0.847114,0.7384106,0.8934409,1,3632,"tags=42%, list=25%, signal=55%"
MEIOTIC RECOMBINATION%REACTOME%R-HSA-912446.2,MEIOTIC RECOMBINATION%REACTOME%R-HSA-912446.2,,32,0.28914332,0.84709954,0.7178218,0.8929941,1,2955,"tags=19%, list=20%, signal=23%"
NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124,NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124,,22,0.3051086,0.8469215,0.69520545,0.8928969,1,5220,"tags=50%, list=35%, signal=77%"
MRNA STABILIZATION%GOBP%GO:0048255,MRNA STABILIZATION%GOBP%GO:0048255,,40,0.27472663,0.8468845,0.73934424,0.89250004,1,2954,"tags=23%, list=20%, signal=28%"
TOLL LIKE RECEPTOR 5 (TLR5) CASCADE%REACTOME DATABASE ID RELEASE 83%168176,TOLL LIKE RECEPTOR 5 (TLR5) CASCADE%REACTOME DATABASE ID RELEASE 83%168176,,89,0.23835053,0.8468267,0.792126,0.89214915,1,2556,"tags=21%, list=17%, signal=26%"
TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM%REACTOME%R-HSA-72202.2,TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM%REACTOME%R-HSA-72202.2,,76,0.2442907,0.8468063,0.77272725,0.8917117,1,4402,"tags=33%, list=30%, signal=47%"
REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000241,REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000241,,64,0.25256193,0.84669507,0.7512356,0.8914753,1,3288,"tags=25%, list=22%, signal=32%"
REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000756,REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000756,,37,0.2814333,0.84664196,0.7180328,0.8911105,1,2955,"tags=27%, list=20%, signal=34%"
GRANULOCYTE ACTIVATION%GOBP%GO:0036230,GRANULOCYTE ACTIVATION%GOBP%GO:0036230,,16,0.33290204,0.84655875,0.6637782,0.89082766,1,2031,"tags=38%, list=14%, signal=43%"
INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20220510%WP4844%HOMO SAPIENS,INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20220510%WP4844%HOMO SAPIENS,,24,0.30659342,0.8463182,0.6764706,0.8908587,1,3369,"tags=42%, list=23%, signal=54%"
ACTIN NUCLEATION%GOBP%GO:0045010,ACTIN NUCLEATION%GOBP%GO:0045010,,17,0.332179,0.84615195,0.6808118,0.89073324,1,3140,"tags=29%, list=21%, signal=37%"
NAD METABOLIC PROCESS%GOBP%GO:0019674,NAD METABOLIC PROCESS%GOBP%GO:0019674,,24,0.31148806,0.845211,0.6912029,0.8923174,1,975,"tags=13%, list=7%, signal=13%"
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS,IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS,,21,0.31042507,0.8448096,0.7078261,0.89270675,1,244,"tags=10%, list=2%, signal=10%"
REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000142,REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000142,,67,0.24630874,0.8445773,0.78006876,0.8927229,1,4273,"tags=36%, list=29%, signal=50%"
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS,BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS,,28,0.30325535,0.84413314,0.7162872,0.8932049,1,3430,"tags=32%, list=23%, signal=42%"
REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000278,REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000278,,101,0.23350906,0.84342676,0.80797637,0.8941917,1,3053,"tags=24%, list=21%, signal=30%"
P53 PATHWAY BY GLUCOSE DEPRIVATION%PANTHER PATHWAY%P04397,P53 PATHWAY BY GLUCOSE DEPRIVATION%PANTHER PATHWAY%P04397,,18,0.32830575,0.8424868,0.70069206,0.89573395,1,1864,"tags=28%, list=13%, signal=32%"
POSITIVE REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051785,POSITIVE REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051785,,32,0.28429836,0.8424327,0.72619045,0.8953809,1,1490,"tags=13%, list=10%, signal=14%"
HOMEOSTASIS OF NUMBER OF CELLS%GOBP%GO:0048872,HOMEOSTASIS OF NUMBER OF CELLS%GOBP%GO:0048872,,79,0.24224605,0.8424326,0.77707005,0.89490694,1,3891,"tags=35%, list=26%, signal=48%"
SYNTHESIS OF IP3 AND IP4 IN THE CYTOSOL%REACTOME%R-HSA-1855204.3,SYNTHESIS OF IP3 AND IP4 IN THE CYTOSOL%REACTOME%R-HSA-1855204.3,,20,0.31958324,0.8420621,0.6989796,0.8952105,1,1455,"tags=15%, list=10%, signal=17%"
POSTMITOTIC NUCLEAR PORE COMPLEX (NPC) REFORMATION%REACTOME%R-HSA-9615933.1,POSTMITOTIC NUCLEAR PORE COMPLEX (NPC) REFORMATION%REACTOME%R-HSA-9615933.1,,24,0.30482066,0.8418751,0.7222222,0.8951498,1,2459,"tags=25%, list=17%, signal=30%"
PRIMARY NEURAL TUBE FORMATION%GOBP%GO:0014020,PRIMARY NEURAL TUBE FORMATION%GOBP%GO:0014020,,28,0.2951619,0.84182096,0.70950705,0.89478165,1,3936,"tags=36%, list=27%, signal=49%"
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP382%HOMO SAPIENS,MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP382%HOMO SAPIENS,,130,0.22511831,0.84173685,0.83931357,0.89448893,1,2556,"tags=21%, list=17%, signal=25%"
IL6 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP364%HOMO SAPIENS,IL6 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP364%HOMO SAPIENS,,33,0.28465745,0.84117347,0.7342419,0.89524794,1,2900,"tags=30%, list=20%, signal=38%"
TRIGLYCERIDE HOMEOSTASIS%GOBP%GO:0070328,TRIGLYCERIDE HOMEOSTASIS%GOBP%GO:0070328,,15,0.3397099,0.840847,0.7011278,0.89543754,1,1938,"tags=27%, list=13%, signal=31%"
PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006220,PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006220,,29,0.29065898,0.83973974,0.70050764,0.8972808,1,3037,"tags=31%, list=21%, signal=39%"
PARASITE INFECTION%REACTOME%R-HSA-9664407.1,PARASITE INFECTION%REACTOME%R-HSA-9664407.1,,44,0.26201764,0.83885956,0.76859504,0.8986363,1,3617,"tags=25%, list=24%, signal=33%"
REGULATION OF POSTSYNAPSE ORGANIZATION%GOBP%GO:0099175,REGULATION OF POSTSYNAPSE ORGANIZATION%GOBP%GO:0099175,,34,0.27762175,0.8387025,0.73136914,0.89846635,1,2155,"tags=21%, list=15%, signal=24%"
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING,PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING,,35,0.28045672,0.8381301,0.7222222,0.89917785,1,2696,"tags=26%, list=18%, signal=31%"
REGULATION OF MITOCHONDRIAL FISSION%GOBP%GO:0090140,REGULATION OF MITOCHONDRIAL FISSION%GOBP%GO:0090140,,26,0.29267606,0.83789974,0.71746576,0.89919233,1,3672,"tags=35%, list=25%, signal=46%"
PID_RAS_PATHWAY%MSIGDB_C2%PID_RAS_PATHWAY,PID_RAS_PATHWAY%MSIGDB_C2%PID_RAS_PATHWAY,,16,0.3374845,0.83724606,0.69433963,0.9000913,1,1029,"tags=19%, list=7%, signal=20%"
EMBRYONIC APPENDAGE MORPHOGENESIS%GOBP%GO:0035113,EMBRYONIC APPENDAGE MORPHOGENESIS%GOBP%GO:0035113,,28,0.29553738,0.8367588,0.7178631,0.9006137,1,2308,"tags=25%, list=16%, signal=30%"
REGULATION OF TRANSCRIPTION INITIATION BY RNA POLYMERASE II%GOBP%GO:0060260,REGULATION OF TRANSCRIPTION INITIATION BY RNA POLYMERASE II%GOBP%GO:0060260,,61,0.2551698,0.8361317,0.77666664,0.9014486,1,4273,"tags=36%, list=29%, signal=50%"
TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME DATABASE ID RELEASE 83%975138,TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME DATABASE ID RELEASE 83%975138,,93,0.23443736,0.8361148,0.8409449,0.9010114,1,3799,"tags=32%, list=26%, signal=43%"
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR%GOBP%GO:0042771,INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR%GOBP%GO:0042771,,19,0.3149393,0.8358411,0.7137681,0.9010924,1,1640,"tags=16%, list=11%, signal=18%"
ESTABLISHMENT OF VESICLE LOCALIZATION%GOBP%GO:0051650,ESTABLISHMENT OF VESICLE LOCALIZATION%GOBP%GO:0051650,,125,0.22553635,0.8357644,0.8262243,0.90079606,1,3640,"tags=24%, list=25%, signal=32%"
INSULIN SIGNALLING%PATHWHIZ%PW000454,INSULIN SIGNALLING%PATHWHIZ%PW000454,,15,0.3369986,0.8350238,0.6826241,0.90187883,1,1864,"tags=27%, list=13%, signal=30%"
HCMV INFECTION%REACTOME DATABASE ID RELEASE 83%9609646,HCMV INFECTION%REACTOME DATABASE ID RELEASE 83%9609646,,82,0.23802939,0.83441734,0.81072557,0.90267277,1,3230,"tags=27%, list=22%, signal=34%"
DEFECTIVE PYROPTOSIS%REACTOME DATABASE ID RELEASE 83%9710421,DEFECTIVE PYROPTOSIS%REACTOME DATABASE ID RELEASE 83%9710421,,25,0.29463768,0.83412164,0.72757477,0.9027975,1,646,"tags=8%, list=4%, signal=8%"
"NEGATIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045814","NEGATIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045814",,63,0.24927102,0.8334603,0.7831126,0.90372795,1,2794,"tags=19%, list=19%, signal=23%"
MITOCHONDRIAL CALCIUM ION HOMEOSTASIS%GOBP%GO:0051560,MITOCHONDRIAL CALCIUM ION HOMEOSTASIS%GOBP%GO:0051560,,19,0.31843668,0.8334106,0.69982547,0.90336466,1,4039,"tags=37%, list=27%, signal=51%"
REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428,REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428,,31,0.2837209,0.8333878,0.7155172,0.9029324,1,1239,"tags=16%, list=8%, signal=18%"
RHO GTPASES ACTIVATE ROCKS%REACTOME%R-HSA-5627117.3,RHO GTPASES ACTIVATE ROCKS%REACTOME%R-HSA-5627117.3,,18,0.32082933,0.83293563,0.7335582,0.90343034,1,2696,"tags=33%, list=18%, signal=41%"
REGULATION OF EXOCYTOSIS%GOBP%GO:0017157,REGULATION OF EXOCYTOSIS%GOBP%GO:0017157,,100,0.22974451,0.8329016,0.8234399,0.90302145,1,2530,"tags=19%, list=17%, signal=23%"
BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY,BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY,,29,0.29184502,0.83278245,0.73095626,0.90279025,1,2260,"tags=24%, list=15%, signal=28%"
REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:2000036,REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:2000036,,54,0.2542758,0.83025056,0.79089373,0.9074207,1,1994,"tags=17%, list=13%, signal=19%"
NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0007026,NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0007026,,16,0.3303335,0.8302023,0.7166065,0.9070477,1,1280,"tags=25%, list=9%, signal=27%"
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GOBP%GO:0002562,SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GOBP%GO:0002562,,19,0.3147034,0.82973677,0.7220339,0.90753627,1,1075,"tags=16%, list=7%, signal=17%"
"RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM%GOBP%GO:0006890","RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM%GOBP%GO:0006890",,48,0.26088226,0.82965094,0.7712,0.90722764,1,3533,"tags=27%, list=24%, signal=35%"
POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952,POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952,,124,0.22445069,0.82936096,0.87713844,0.9073317,1,2755,"tags=20%, list=19%, signal=25%"
PID_AR_PATHWAY%MSIGDB_C2%PID_AR_PATHWAY,PID_AR_PATHWAY%MSIGDB_C2%PID_AR_PATHWAY,,38,0.2725918,0.8291743,0.7398649,0.9072353,1,3124,"tags=32%, list=21%, signal=40%"
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904030,NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904030,,18,0.31729192,0.82841694,0.7393617,0.9082829,1,1387,"tags=17%, list=9%, signal=18%"
CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING,CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING,,30,0.28709158,0.82839274,0.72333336,0.9078577,1,36,"tags=7%, list=0%, signal=7%"
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045736,NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045736,,18,0.31729192,0.8278427,0.71978986,0.90848774,1,1387,"tags=17%, list=9%, signal=18%"
SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395,SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395,,32,0.28139648,0.82765275,0.7442244,0.90838426,1,3369,"tags=31%, list=23%, signal=40%"
TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 83%2151201,TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 83%2151201,,51,0.25733522,0.8275488,0.7920962,0.90810853,1,4284,"tags=33%, list=29%, signal=47%"
LEISHMANIA PHAGOCYTOSIS%REACTOME%R-HSA-9664417.1,LEISHMANIA PHAGOCYTOSIS%REACTOME%R-HSA-9664417.1,,44,0.26201764,0.82579875,0.7707317,0.9111406,1,3617,"tags=25%, list=24%, signal=33%"
ACYLGLYCEROL HOMEOSTASIS%GOBP%GO:0055090,ACYLGLYCEROL HOMEOSTASIS%GOBP%GO:0055090,,15,0.3397099,0.8256739,0.7292035,0.910919,1,1938,"tags=27%, list=13%, signal=31%"
REGULATION OF AUTOPHAGOSOME ASSEMBLY%GOBP%GO:2000785,REGULATION OF AUTOPHAGOSOME ASSEMBLY%GOBP%GO:2000785,,40,0.2648356,0.8246494,0.76245844,0.912482,1,2012,"tags=20%, list=14%, signal=23%"
NEGATIVE REGULATION OF ORGANELLE ASSEMBLY%GOBP%GO:1902116,NEGATIVE REGULATION OF ORGANELLE ASSEMBLY%GOBP%GO:1902116,,36,0.27666825,0.8240997,0.75465316,0.91312915,1,3672,"tags=36%, list=25%, signal=48%"
PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006606,PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006606,,74,0.24105047,0.8234688,0.8067093,0.91395813,1,1864,"tags=15%, list=13%, signal=17%"
INOSITOL PHOSPHATE METABOLISM%REACTOME%R-HSA-1483249.3,INOSITOL PHOSPHATE METABOLISM%REACTOME%R-HSA-1483249.3,,39,0.2661973,0.8232519,0.77609426,0.913904,1,1981,"tags=13%, list=13%, signal=15%"
CELLULAR RESPONSE TO CADMIUM ION%GOBP%GO:0071276,CELLULAR RESPONSE TO CADMIUM ION%GOBP%GO:0071276,,17,0.32025823,0.8230581,0.7096774,0.9138167,1,2459,"tags=29%, list=17%, signal=35%"
CYTOSOLIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002753,CYTOSOLIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002753,,34,0.27660835,0.82198125,0.78313255,0.9155037,1,2233,"tags=21%, list=15%, signal=24%"
VESICLE LOCALIZATION%GOBP%GO:0051648,VESICLE LOCALIZATION%GOBP%GO:0051648,,128,0.22113343,0.8219204,0.875188,0.91515154,1,3640,"tags=23%, list=25%, signal=31%"
NEGATIVE REGULATION OF JNK CASCADE%GOBP%GO:0046329,NEGATIVE REGULATION OF JNK CASCADE%GOBP%GO:0046329,,29,0.28327104,0.82170486,0.7403509,0.91510785,1,102,"tags=7%, list=1%, signal=7%"
PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 83%6794362,PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 83%6794362,,54,0.24952856,0.8215906,0.7811448,0.91486025,1,1451,"tags=17%, list=10%, signal=18%"
GLYCOSIDE METABOLIC PROCESS%GOBP%GO:0016137,GLYCOSIDE METABOLIC PROCESS%GOBP%GO:0016137,,15,0.33301416,0.8215047,0.7052811,0.9145598,1,2594,"tags=27%, list=18%, signal=32%"
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY,PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY,,27,0.28894755,0.82130885,0.73615634,0.91450673,1,2140,"tags=22%, list=14%, signal=26%"
INTERLEUKIN-1 (IL-1) STRUCTURAL PATHWAY%WIKIPATHWAYS_20220510%WP2637%HOMO SAPIENS,INTERLEUKIN-1 (IL-1) STRUCTURAL PATHWAY%WIKIPATHWAYS_20220510%WP2637%HOMO SAPIENS,,38,0.26823527,0.8211667,0.7723577,0.91432047,1,2154,"tags=18%, list=15%, signal=21%"
REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1900407,REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1900407,,48,0.25525674,0.8210134,0.7715232,0.91414493,1,1864,"tags=19%, list=13%, signal=21%"
MEIOTIC CELL CYCLE%GOBP%GO:0051321,MEIOTIC CELL CYCLE%GOBP%GO:0051321,,86,0.23195948,0.8209906,0.8446602,0.91371685,1,4205,"tags=31%, list=28%, signal=44%"
REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002861,REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002861,,16,0.32504985,0.8206069,0.7202797,0.91402715,1,4236,"tags=44%, list=29%, signal=61%"
PROTEIN LOCALIZATION TO CYTOSKELETON%GOBP%GO:0044380,PROTEIN LOCALIZATION TO CYTOSKELETON%GOBP%GO:0044380,,32,0.2764061,0.82012826,0.7679466,0.91447854,1,1975,"tags=19%, list=13%, signal=22%"
MODULATORS OF TCR SIGNALING AND T CELL ACTIVATION%WIKIPATHWAYS_20220510%WP5072%HOMO SAPIENS,MODULATORS OF TCR SIGNALING AND T CELL ACTIVATION%WIKIPATHWAYS_20220510%WP5072%HOMO SAPIENS,,30,0.28116193,0.819532,0.76124567,0.9151534,1,1769,"tags=17%, list=12%, signal=19%"
NEGATIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090317,NEGATIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090317,,28,0.28882784,0.81943965,0.7710843,0.9148759,1,3009,"tags=32%, list=20%, signal=40%"
"ADRENALINE,NORADRENALINE INHIBITS INSULIN SECRETION%REACTOME DATABASE ID RELEASE 83%400042","ADRENALINE,NORADRENALINE INHIBITS INSULIN SECRETION%REACTOME DATABASE ID RELEASE 83%400042",,16,0.32683977,0.81937766,0.7208029,0.91451937,1,2385,"tags=31%, list=16%, signal=37%"
CELLULAR CARBOHYDRATE CATABOLIC PROCESS%GOBP%GO:0044275,CELLULAR CARBOHYDRATE CATABOLIC PROCESS%GOBP%GO:0044275,,15,0.33383605,0.8191331,0.73730296,0.91451985,1,3609,"tags=33%, list=24%, signal=44%"
DYRK1A%WIKIPATHWAYS_20220510%WP5180%HOMO SAPIENS,DYRK1A%WIKIPATHWAYS_20220510%WP5180%HOMO SAPIENS,,45,0.26220527,0.8187923,0.7755444,0.91470754,1,2544,"tags=27%, list=17%, signal=32%"
TNFR1-INDUCED PROAPOPTOTIC SIGNALING%REACTOME DATABASE ID RELEASE 83%5357786,TNFR1-INDUCED PROAPOPTOTIC SIGNALING%REACTOME DATABASE ID RELEASE 83%5357786,,21,0.30454615,0.8184217,0.7661871,0.91493285,1,1615,"tags=14%, list=11%, signal=16%"
FCGR3A-MEDIATED PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 83%9664422,FCGR3A-MEDIATED PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 83%9664422,,44,0.26201764,0.8182263,0.7847682,0.9148396,1,3617,"tags=25%, list=24%, signal=33%"
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20220510%WP4521%HOMO SAPIENS,GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20220510%WP4521%HOMO SAPIENS,,22,0.30171964,0.818095,0.7162872,0.91461307,1,956,"tags=18%, list=6%, signal=19%"
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732,NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732,,35,0.2767778,0.8178773,0.78074867,0.91455215,1,2766,"tags=29%, list=19%, signal=35%"
VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%R-HSA-180910.2,VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%R-HSA-180910.2,,30,0.2765937,0.81695706,0.73310226,0.91588926,1,1617,"tags=17%, list=11%, signal=19%"
RESPONSE TO CADMIUM ION%GOBP%GO:0046686,RESPONSE TO CADMIUM ION%GOBP%GO:0046686,,17,0.32025823,0.81691563,0.72727275,0.9155037,1,2459,"tags=29%, list=17%, signal=35%"
INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION%GOBP%GO:0045104,INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION%GOBP%GO:0045104,,26,0.28507814,0.8161903,0.77003485,0.9164146,1,2907,"tags=27%, list=20%, signal=33%"
SOMATIC CELL DNA RECOMBINATION%GOBP%GO:0016444,SOMATIC CELL DNA RECOMBINATION%GOBP%GO:0016444,,19,0.3147034,0.8145379,0.72591364,0.9190854,1,1075,"tags=16%, list=7%, signal=17%"
NUCLEAR TRANSPORT%GOBP%GO:0051169,NUCLEAR TRANSPORT%GOBP%GO:0051169,,179,0.20691112,0.81431913,0.9398281,0.91904455,1,3005,"tags=21%, list=20%, signal=26%"
BIOLOGICAL PROCESS INVOLVED IN INTRASPECIES INTERACTION BETWEEN ORGANISMS%GOBP%GO:0051703,BIOLOGICAL PROCESS INVOLVED IN INTRASPECIES INTERACTION BETWEEN ORGANISMS%GOBP%GO:0051703,,15,0.3286022,0.81430036,0.71985817,0.91861373,1,1920,"tags=27%, list=13%, signal=31%"
DDX58 IFIH1-MEDIATED INDUCTION OF INTERFERON-ALPHA BETA%REACTOME DATABASE ID RELEASE 83%168928,DDX58 IFIH1-MEDIATED INDUCTION OF INTERFERON-ALPHA BETA%REACTOME DATABASE ID RELEASE 83%168928,,64,0.24070872,0.8142814,0.8257191,0.91817683,1,2386,"tags=19%, list=16%, signal=22%"
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032212,POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032212,,30,0.27494866,0.81409174,0.7855918,0.91806966,1,2881,"tags=23%, list=19%, signal=29%"
"REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0051966","REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0051966",,27,0.28624502,0.8140286,0.7628866,0.917713,1,3632,"tags=33%, list=25%, signal=44%"
INTRACILIARY ANTEROGRADE TRANSPORT%GOBP%GO:0035720,INTRACILIARY ANTEROGRADE TRANSPORT%GOBP%GO:0035720,,16,0.323865,0.81390196,0.70577615,0.91746813,1,4559,"tags=38%, list=31%, signal=54%"
